feature_type,reset_name,reset_probs,policy_fraction,random_fraction,epsilon,n_transitions,mean_steps,successes,solver_alpha,solver_eta,solver_rho,solver_T,solver_beta,dataset_rows,status,error
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.2,10000,173.3,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.2,20000,178.7,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.2,30000,172.8,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.2,40000,172.8,5,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.2,50000,176.0,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.4,10000,163.0,9,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.4,20000,180.1,4,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.4,30000,180.5,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.4,40000,183.6,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.4,50000,187.7,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.6,10000,194.6,7,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.6,30000,180.8,7,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.6,40000,193.0,3,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.6,50000,187.7,3,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.8,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,0.8,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,1.0,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,1.0,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,1.0,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,1.0,40000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.6,0.4,1.0,50000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.0,10000,170.8,9,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.0,20000,170.4,8,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.0,30000,180.4,5,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.0,40000,169.2,7,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.0,50000,174.5,6,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.2,10000,157.1,9,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.2,20000,168.5,6,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.2,30000,179.1,4,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.2,40000,166.7,6,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.2,50000,172.8,5,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.4,10000,178.8,5,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.4,20000,167.9,8,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.4,30000,167.2,6,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.4,40000,180.3,4,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.4,50000,188.4,4,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.6,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.6,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.6,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.6,40000,190.2,2,0.0001,2e-05,0.5,20000,1e-06,40000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.6,50000,190.5,2,0.0001,2e-05,0.5,20000,1e-06,50000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.8,10000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,10000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.8,20000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,20000,ok,
tabular,x0_60_custom_40,"{""custom"": 0.4, ""x0"": 0.6}",0.4,0.6,0.8,30000,200.0,0,0.0001,2e-05,0.5,20000,1e-06,30000,ok,
